,season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age
12308,2014,10,hockenheimring,False,False,False,False,True,grosjean,French,lotus_f1,14,21,8,0,14,8,0,8,2.443000000000012,28
12306,2014,10,hockenheimring,False,False,False,False,True,sutil,German,sauber,15,19,0,0,17,0,0,10,2.602000000000004,31
12302,2014,10,hockenheimring,False,False,False,False,True,gutierrez,Mexican,sauber,16,14,0,0,20,0,0,10,2.247000000000014,22
12303,2014,10,hockenheimring,False,False,False,False,True,jules_bianchi,French,marussia,17,15,2,0,16,2,0,9,3.13600000000001,24
12300,2014,10,hockenheimring,False,False,False,False,True,maldonado,Venezuelan,lotus_f1,18,12,0,0,19,8,0,8,3.655000000000001,29
12304,2014,10,hockenheimring,False,False,False,False,True,kobayashi,Japanese,caterham,19,16,0,0,22,0,0,11,3.868000000000009,27
12305,2014,10,hockenheimring,False,False,False,False,True,chilton,British,marussia,21,17,0,0,21,2,0,9,3.9490000000000123,23
12312,2014,11,hungaroring,False,False,False,True,False,rosberg,German,mercedes,1,4,190,4,1,366,9,1,0.0,29
12315,2014,11,hungaroring,False,False,False,True,False,vettel,German,red_bull,2,7,82,0,6,188,1,2,0.48599999999999,27
12316,2014,11,hungaroring,False,False,False,True,False,bottas,Finnish,williams,3,8,91,0,5,121,0,3,0.6389999999999958,24
12310,2014,11,hungaroring,False,False,False,True,False,ricciardo,Australian,red_bull,4,1,106,1,3,188,1,2,0.6759999999999877,25
12311,2014,11,hungaroring,False,False,False,True,False,alonso,Spanish,ferrari,5,2,97,0,4,116,0,4,1.1939999999999884,32
12313,2014,11,hungaroring,False,False,False,True,False,massa,Brazilian,williams,6,5,30,0,10,121,0,3,1.5079999999999956,33
12318,2014,11,hungaroring,False,False,False,True,False,button,British,mclaren,7,10,59,0,8,96,0,6,1.5789999999999935,34
12317,2014,11,hungaroring,False,False,False,True,False,vergne,French,toro_rosso,8,9,9,0,13,15,0,7,2.0049999999999955,24
12327,2014,11,hungaroring,False,False,False,True,False,hulkenberg,German,force_india,9,20,69,0,7,98,0,5,2.0600000000000023,26
12321,2014,11,hungaroring,False,False,False,True,False,kvyat,Russian,toro_rosso,10,14,6,0,15,15,0,7,1.9909999999999997,20
12319,2014,11,hungaroring,False,False,False,True,False,sutil,German,sauber,11,11,0,0,17,0,0,10,2.4209999999999923,31
12326,2014,11,hungaroring,False,False,False,True,False,perez,Mexican,force_india,12,19,29,0,11,98,0,5,2.495999999999995,24
12324,2014,11,hungaroring,False,False,False,True,False,gutierrez,Mexican,sauber,13,17,0,0,20,0,0,10,2.5450000000000017,22
12328,2014,11,hungaroring,False,False,False,True,False,grosjean,French,lotus_f1,14,21,8,0,14,8,0,8,2.622,28
12322,2014,11,hungaroring,False,False,False,True,False,jules_bianchi,French,marussia,15,15,2,0,16,2,0,9,4.7039999999999935,24
12314,2014,11,hungaroring,False,False,False,True,False,raikkonen,Finnish,ferrari,16,6,19,0,12,116,0,4,4.076999999999998,34
12325,2014,11,hungaroring,False,False,False,True,False,kobayashi,Japanese,caterham,17,18,0,0,22,0,0,11,4.423999999999992,27
12323,2014,11,hungaroring,False,False,False,True,False,chilton,British,marussia,18,16,0,0,21,2,0,9,5.103999999999999,23
12329,2014,11,hungaroring,False,False,False,True,False,ericsson,Swedish,caterham,19,22,0,0,18,0,0,11,5.927999999999997,23
12331,2014,12,spa,False,False,False,False,True,rosberg,German,mercedes,1,2,202,4,1,393,9,1,0.0,29
12348,2014,12,spa,False,False,False,False,True,hamilton,British,mercedes,2,19,191,5,2,393,9,1,0.22800000000000864,29
12334,2014,12,spa,False,False,False,False,True,vettel,German,red_bull,3,5,88,0,6,219,2,2,2.1260000000000048,27
12336,2014,12,spa,False,False,False,False,True,alonso,Spanish,ferrari,4,7,115,0,4,142,0,3,2.1950000000000074,33
12330,2014,12,spa,False,False,False,False,True,ricciardo,Australian,red_bull,5,1,131,2,3,219,2,2,2.3200000000000074,25
12332,2014,12,spa,False,False,False,False,True,bottas,Finnish,williams,6,3,95,0,5,135,0,4,2.4580000000000126,24
12341,2014,12,spa,False,False,False,False,True,kevin_magnussen,Danish,mclaren,7,12,37,0,10,97,0,6,3.088000000000008,21
12333,2014,12,spa,False,False,False,False,True,raikkonen,Finnish,ferrari,8,4,27,0,12,142,0,3,3.189000000000007,34
12342,2014,12,spa,False,False,False,False,True,massa,Brazilian,williams,9,13,40,0,9,135,0,4,3.5870000000000033,33
12335,2014,12,spa,False,False,False,False,True,button,British,mclaren,10,6,60,0,8,97,0,6,4.1850000000000165,34
12338,2014,12,spa,False,False,False,False,True,kvyat,Russian,toro_rosso,11,9,6,0,15,17,0,7,3.7860000000000156,20
12340,2014,12,spa,False,False,False,False,True,vergne,French,toro_rosso,12,11,11,0,13,17,0,7,4.214000000000013,24
12337,2014,12,spa,False,False,False,False,True,perez,Mexican,force_india,13,8,29,0,11,98,0,5,4.493000000000009,24
12343,2014,12,spa,False,False,False,False,True,sutil,German,sauber,14,14,0,0,17,0,0,10,4.647000000000006,31
12349,2014,12,spa,False,False,False,False,True,grosjean,French,lotus_f1,15,20,8,0,14,8,0,8,5.495999999999995,28
12347,2014,12,spa,False,False,False,False,True,jules_bianchi,French,marussia,16,18,2,0,16,2,0,9,6.879000000000005,25
12350,2014,12,spa,False,False,False,False,True,maldonado,Venezuelan,lotus_f1,17,21,0,0,19,8,0,8,5.670000000000002,29
12339,2014,12,spa,False,False,False,False,True,hulkenberg,German,force_india,18,10,69,0,7,98,0,5,5.676000000000002,27
12345,2014,12,spa,False,False,False,False,True,chilton,British,marussia,19,16,0,0,21,2,0,9,6.9750000000000085,23
12344,2014,12,spa,False,False,False,False,True,gutierrez,Mexican,sauber,20,15,0,0,20,0,0,10,7.822999999999993,23
12351,2014,12,spa,False,False,False,False,True,lotterer,German,caterham,21,22,0,0,0,0,0,11,7.878,32
12346,2014,12,spa,False,False,False,False,True,ericsson,Swedish,caterham,22,17,0,0,18,0,0,11,8.846999999999994,23
12352,2014,13,monza,False,False,False,False,False,hamilton,British,mercedes,1,1,191,5,2,411,9,1,0.0,29
12353,2014,13,monza,False,False,False,False,False,rosberg,German,mercedes,2,2,220,4,1,411,9,1,0.2739999999999867,29
12355,2014,13,monza,False,False,False,False,False,bottas,Finnish,williams,3,4,110,0,5,150,0,4,0.5879999999999939,25
12354,2014,13,monza,False,False,False,False,False,massa,Brazilian,williams,4,3,40,0,9,150,0,4,0.755999999999986,33
12361,2014,13,monza,False,False,False,False,False,kevin_magnussen,Danish,mclaren,5,10,37,0,11,105,0,5,1.204999999999984,21
12359,2014,13,monza,False,False,False,False,False,button,British,mclaren,6,8,68,0,8,105,0,5,1.269999999999996,34
12371,2014,13,monza,False,False,False,False,False,alonso,Spanish,ferrari,7,21,121,0,4,160,0,3,1.320999999999998,33
12357,2014,13,monza,False,False,False,False,False,vettel,German,red_bull,8,6,98,0,6,254,3,2,1.3269999999999982,27
12356,2014,13,monza,False,False,False,False,False,ricciardo,Australian,red_bull,9,5,156,3,3,254,3,2,1.5999999999999943,25
12358,2014,13,monza,False,False,False,False,False,perez,Mexican,force_india,10,7,33,0,12,103,0,6,1.8349999999999937,24
12360,2014,13,monza,False,False,False,False,False,raikkonen,Finnish,ferrari,11,9,39,0,10,160,0,3,2.0009999999999906,34
12364,2014,13,monza,False,False,False,False,False,vergne,French,toro_rosso,12,13,11,0,13,19,0,7,2.0479999999999876,24
12363,2014,13,monza,False,False,False,False,False,hulkenberg,German,force_india,13,12,70,0,7,103,0,6,2.1699999999999875,27
12366,2014,13,monza,False,False,False,False,False,sutil,German,sauber,14,15,0,0,17,0,0,10,2.478999999999985,31
12370,2014,13,monza,False,False,False,False,False,gutierrez,Mexican,sauber,15,19,0,0,20,0,0,10,2.5829999999999984,23
12365,2014,13,monza,False,False,False,False,False,maldonado,Venezuelan,lotus_f1,16,14,0,0,19,8,0,8,3.410999999999987,29
12367,2014,13,monza,False,False,False,False,False,grosjean,French,lotus_f1,17,16,8,0,14,8,0,8,3.522999999999996,28
12368,2014,13,monza,False,False,False,False,False,kobayashi,Japanese,caterham,18,17,0,0,22,0,0,11,3.5619999999999834,27
12369,2014,13,monza,False,False,False,False,False,jules_bianchi,French,marussia,19,18,2,0,16,2,0,9,3.6289999999999907,25
12372,2014,13,monza,False,False,False,False,False,chilton,British,marussia,20,22,0,0,21,2,0,9,4.137999999999991,23
12362,2014,13,monza,False,False,False,False,False,kvyat,Russian,toro_rosso,21,11,8,0,15,19,0,7,1.9609999999999843,20
12373,2014,14,marina_bay,False,False,False,False,False,hamilton,British,mercedes,1,1,216,6,2,454,10,1,0.0,29
12393,2014,14,marina_bay,False,False,False,False,False,rosberg,German,mercedes,2,21,238,4,1,454,10,1,0.007000000000005002,29
12375,2014,14,marina_bay,False,False,False,False,False,ricciardo,Australian,red_bull,3,3,166,3,3,272,3,2,0.17300000000000182,25
12374,2014,14,marina_bay,False,False,False,False,False,vettel,German,red_bull,4,2,106,0,6,272,3,2,0.22100000000000364,27
12376,2014,14,marina_bay,False,False,False,False,False,alonso,Spanish,ferrari,5,4,121,0,5,162,0,4,0.2259999999999991,33
12377,2014,14,marina_bay,False,False,False,False,False,massa,Brazilian,williams,6,5,55,0,9,177,0,3,0.3190000000000026,33
12380,2014,14,marina_bay,False,False,False,False,False,raikkonen,Finnish,ferrari,7,8,41,0,10,162,0,4,0.4890000000000043,34
12383,2014,14,marina_bay,False,False,False,False,False,bottas,Finnish,williams,8,11,122,0,4,177,0,3,0.5060000000000002,25
12382,2014,14,marina_bay,False,False,False,False,False,kevin_magnussen,Danish,mclaren,9,10,38,0,12,110,0,5,0.5690000000000026,21
12386,2014,14,marina_bay,False,False,False,False,False,kvyat,Russian,toro_rosso,10,14,8,0,15,19,0,7,1.6809999999999974,20
12390,2014,14,marina_bay,False,False,False,False,False,button,British,mclaren,11,18,72,0,7,110,0,5,1.2620000000000005,34
12378,2014,14,marina_bay,False,False,False,False,False,vergne,French,toro_rosso,12,6,11,0,13,19,0,7,1.308000000000007,24
12381,2014,14,marina_bay,False,False,False,False,False,hulkenberg,German,force_india,13,9,70,0,8,109,0,6,1.6269999999999953,27
12392,2014,14,marina_bay,False,False,False,False,False,gutierrez,Mexican,sauber,14,20,0,0,20,0,0,10,1.652000000000001,23
12379,2014,14,marina_bay,False,False,False,False,False,perez,Mexican,force_india,15,7,39,0,11,109,0,6,1.8940000000000055,24
12385,2014,14,marina_bay,False,False,False,False,False,grosjean,French,lotus_f1,16,13,8,0,14,8,0,8,2.1310000000000002,28
12391,2014,14,marina_bay,False,False,False,False,False,sutil,German,sauber,17,19,0,0,17,0,0,10,2.6430000000000007,31
12384,2014,14,marina_bay,False,False,False,False,False,maldonado,Venezuelan,lotus_f1,18,12,0,0,19,8,0,8,3.382000000000005,29
12388,2014,14,marina_bay,False,False,False,False,False,jules_bianchi,French,marussia,19,16,2,0,16,2,0,9,3.7590000000000003,25
12394,2014,14,marina_bay,False,False,False,False,False,kobayashi,Japanese,caterham,20,22,0,0,22,0,0,11,4.724000000000004,28
12389,2014,14,marina_bay,False,False,False,False,False,chilton,British,marussia,21,17,0,0,21,2,0,9,4.792000000000002,23
12387,2014,14,marina_bay,False,False,False,False,False,ericsson,Swedish,caterham,22,15,0,0,18,0,0,11,6.606000000000009,24
12396,2014,15,suzuka,False,False,False,False,False,rosberg,German,mercedes,1,2,238,4,2,479,11,1,0.0,29
12395,2014,15,suzuka,False,False,False,False,False,hamilton,British,mercedes,2,1,241,7,1,479,11,1,0.19700000000000273,29
12400,2014,15,suzuka,False,False,False,False,False,bottas,Finnish,williams,3,6,122,0,6,187,0,3,0.6219999999999999,25
12401,2014,15,suzuka,False,False,False,False,False,massa,Brazilian,williams,4,7,65,0,9,187,0,3,1.0210000000000008,33
12416,2014,15,suzuka,False,False,False,False,False,alonso,Spanish,ferrari,5,22,133,0,4,178,0,4,1.2340000000000089,33
12398,2014,15,suzuka,False,False,False,False,False,ricciardo,Australian,red_bull,6,4,181,3,3,305,3,2,1.5690000000000026,25
12408,2014,15,suzuka,False,False,False,False,False,kevin_magnussen,Danish,mclaren,7,14,39,0,12,111,0,6,1.73599999999999,22
12399,2014,15,suzuka,False,False,False,False,False,button,British,mclaren,8,5,72,0,7,111,0,6,1.811000000000007,34
12397,2014,15,suzuka,False,False,False,False,False,vettel,German,red_bull,9,3,124,0,5,305,3,2,1.926000000000002,27
12406,2014,15,suzuka,False,False,False,False,False,raikkonen,Finnish,ferrari,10,12,45,0,11,178,0,4,2.0420000000000016,34
12404,2014,15,suzuka,False,False,False,False,False,perez,Mexican,force_india,11,10,45,0,10,117,0,5,2.5829999999999984,24
12405,2014,15,suzuka,False,False,False,False,False,kvyat,Russian,toro_rosso,12,11,8,0,15,27,0,7,2.5859999999999985,20
12402,2014,15,suzuka,False,False,False,False,False,hulkenberg,German,force_india,13,8,72,0,8,117,0,5,2.5929999999999893,27
12415,2014,15,suzuka,False,False,False,False,False,sutil,German,sauber,14,21,0,0,17,0,0,10,2.858000000000004,31
12407,2014,15,suzuka,False,False,False,False,False,gutierrez,Mexican,sauber,15,13,0,0,20,0,0,10,3.174999999999997,23
12409,2014,15,suzuka,False,False,False,False,False,grosjean,French,lotus_f1,16,15,8,0,14,8,0,8,3.4780000000000086,28
12411,2014,15,suzuka,False,False,False,False,False,ericsson,Swedish,caterham,17,17,0,0,18,0,0,11,4.307000000000002,24
12414,2014,15,suzuka,False,False,False,False,False,jules_bianchi,French,marussia,18,20,2,0,16,2,0,9,4.436999999999998,25
12413,2014,15,suzuka,False,False,False,False,False,kobayashi,Japanese,caterham,19,19,0,0,22,0,0,11,4.509,28
12403,2014,15,suzuka,False,False,False,False,False,vergne,French,toro_rosso,20,9,19,0,13,27,0,7,2.4780000000000086,24
12412,2014,15,suzuka,False,False,False,False,False,chilton,British,marussia,21,18,0,0,21,2,0,9,4.974999999999994,23
12410,2014,15,suzuka,False,False,False,False,False,maldonado,Venezuelan,lotus_f1,22,16,0,0,19,8,0,8,3.4110000000000014,29
12417,2014,16,sochi,True,False,False,False,False,hamilton,British,mercedes,1,1,266,8,1,522,12,1,0.0,29
12418,2014,16,sochi,True,False,False,False,False,rosberg,German,mercedes,2,2,256,4,2,522,12,1,0.19999999999998863,29
12419,2014,16,sochi,True,False,False,False,False,bottas,Finnish,williams,3,3,130,0,6,201,0,3,0.4069999999999965,25
12420,2014,16,sochi,True,False,False,False,False,button,British,mclaren,4,4,82,0,7,121,0,6,0.6080000000000041,34
12430,2014,16,sochi,True,False,False,False,False,kvyat,Russian,toro_rosso,5,14,8,0,15,29,0,7,0.7639999999999958,20
12423,2014,16,sochi,True,False,False,False,False,ricciardo,Australian,red_bull,6,7,193,3,3,332,3,2,1.1219999999999857,25
12422,2014,16,sochi,True,False,False,False,False,alonso,Spanish,ferrari,7,6,133,0,5,178,0,4,1.195999999999998,33
12425,2014,16,sochi,True,False,False,False,False,raikkonen,Finnish,ferrari,8,9,45,0,11,178,0,4,1.2579999999999956,34
12429,2014,16,sochi,True,False,False,False,False,vergne,French,toro_rosso,9,13,21,0,13,29,0,7,1.507000000000005,24
12424,2014,16,sochi,True,False,False,False,False,vettel,German,red_bull,10,8,139,0,4,332,3,2,1.5389999999999873,27
12421,2014,16,sochi,True,False,False,False,False,kevin_magnussen,Danish,mclaren,11,5,39,0,12,121,0,6,1.1159999999999854,22
12426,2014,16,sochi,True,False,False,False,False,perez,Mexican,force_india,12,10,46,0,10,122,0,5,1.6499999999999915,24
12431,2014,16,sochi,True,False,False,False,False,gutierrez,Mexican,sauber,13,15,0,0,20,0,0,10,2.022999999999996,23
12432,2014,16,sochi,True,False,False,False,False,sutil,German,sauber,14,16,0,0,17,0,0,10,2.4710000000000036,31
12433,2014,16,sochi,True,False,False,False,False,grosjean,French,lotus_f1,15,17,8,0,14,8,0,8,2.883999999999986,28
12435,2014,16,sochi,True,False,False,False,False,ericsson,Swedish,caterham,16,19,0,0,18,0,0,11,4.134999999999991,24
12428,2014,16,sochi,True,False,False,False,False,hulkenberg,German,force_india,17,12,76,0,8,122,0,5,1.5449999999999875,27
12427,2014,16,sochi,True,False,False,False,False,massa,Brazilian,williams,18,11,71,0,9,201,0,3,4.550999999999988,33
12436,2014,16,sochi,True,False,False,False,False,kobayashi,Japanese,caterham,19,20,0,0,22,0,0,11,4.652999999999992,28
12437,2014,16,sochi,True,False,False,False,False,chilton,British,marussia,20,21,0,0,21,2,0,9,5.135999999999996,23
12434,2014,16,sochi,True,False,False,False,False,maldonado,Venezuelan,lotus_f1,21,18,0,0,19,8,0,8,4.691999999999993,29
12439,2014,17,americas,True,False,False,False,False,rosberg,German,mercedes,1,2,274,4,2,565,13,1,0.0,29
12438,2014,17,americas,True,False,False,False,False,hamilton,British,mercedes,2,1,291,9,1,565,13,1,0.37599999999999056,29
12442,2014,17,americas,True,False,False,False,False,bottas,Finnish,williams,3,5,145,0,4,216,0,3,0.8389999999999986,25
12441,2014,17,americas,True,False,False,False,False,massa,Brazilian,williams,4,4,71,0,9,216,0,3,1.137999999999991,33
12440,2014,17,americas,True,False,False,False,False,ricciardo,Australian,red_bull,5,3,199,3,3,342,3,2,1.1769999999999925,25
12443,2014,17,americas,True,False,False,False,False,alonso,Spanish,ferrari,6,6,141,0,6,188,0,4,1.5429999999999922,33
12444,2014,17,americas,True,False,False,False,False,kevin_magnussen,Danish,mclaren,7,8,49,0,10,143,0,5,1.6389999999999958,22
12449,2014,17,americas,True,False,False,False,False,raikkonen,Finnish,ferrari,8,13,47,0,12,188,0,4,1.7369999999999948,35
12454,2014,17,americas,True,False,False,False,False,sutil,German,sauber,9,18,0,0,17,0,0,10,2.742999999999995,31
12445,2014,17,americas,True,False,False,False,False,maldonado,Venezuelan,lotus_f1,10,9,0,0,19,8,0,8,2.3999999999999915,29
12453,2014,17,americas,True,False,False,False,False,perez,Mexican,force_india,11,17,47,0,11,123,0,6,2.4869999999999948,24
12448,2014,17,americas,True,False,False,False,False,button,British,mclaren,12,12,94,0,7,143,0,5,1.5879999999999939,34
12452,2014,17,americas,True,False,False,False,False,hulkenberg,German,force_india,13,16,76,0,8,123,0,6,2.5309999999999917,27
12446,2014,17,americas,True,False,False,False,False,vergne,French,toro_rosso,14,10,21,0,13,29,0,7,3.1829999999999927,24
12450,2014,17,americas,True,False,False,False,False,gutierrez,Mexican,sauber,15,14,0,0,20,0,0,10,3.4879999999999995,23
12447,2014,17,americas,True,False,False,False,False,grosjean,French,lotus_f1,16,11,8,0,14,8,0,8,3.6119999999999948,28
12451,2014,17,americas,True,False,False,False,False,kvyat,Russian,toro_rosso,17,15,8,0,15,29,0,7,2.631999999999991,20
12455,2014,18,interlagos,False,False,False,False,False,rosberg,German,mercedes,1,1,292,4,2,608,14,1,0.0,29
12456,2014,18,interlagos,False,False,False,False,False,hamilton,British,mercedes,2,2,316,10,1,608,14,1,0.03300000000000125,29
12457,2014,18,interlagos,False,False,False,False,False,massa,Brazilian,williams,3,3,83,0,8,238,0,3,0.22400000000000375,33
12464,2014,18,interlagos,False,False,False,False,False,bottas,Finnish,williams,4,10,155,0,4,238,0,3,0.2820000000000107,25
12458,2014,18,interlagos,False,False,False,False,False,button,British,mclaren,5,4,94,0,7,147,0,5,0.9070000000000107,34
12459,2014,18,interlagos,False,False,False,False,False,vettel,German,red_bull,6,5,149,0,5,363,3,2,0.9150000000000063,27
12463,2014,18,interlagos,False,False,False,False,False,kevin_magnussen,Danish,mclaren,7,9,53,0,10,147,0,5,0.945999999999998,22
12460,2014,18,interlagos,False,False,False,False,False,alonso,Spanish,ferrari,8,6,149,0,6,196,0,4,0.9540000000000077,33
12472,2014,18,interlagos,False,False,False,False,False,ricciardo,Australian,red_bull,9,18,214,3,3,363,3,2,1.0520000000000067,25
12461,2014,18,interlagos,False,False,False,False,False,raikkonen,Finnish,ferrari,10,7,47,0,12,196,0,4,1.0760000000000076,35
12468,2014,18,interlagos,False,False,False,False,False,gutierrez,Mexican,sauber,11,14,0,0,20,0,0,10,1.5679999999999978,23
12462,2014,18,interlagos,False,False,False,False,False,hulkenberg,German,force_india,12,8,76,0,9,123,0,6,1.953000000000003,27
12470,2014,18,interlagos,False,False,False,False,False,sutil,German,sauber,13,16,0,0,18,0,0,10,2.0760000000000076,31
12471,2014,18,interlagos,False,False,False,False,False,grosjean,French,lotus_f1,14,17,8,0,14,10,0,8,2.01400000000001,28
12467,2014,18,interlagos,False,False,False,False,False,vergne,French,toro_rosso,15,13,22,0,13,30,0,7,2.016999999999996,24
12466,2014,18,interlagos,False,False,False,False,False,maldonado,Venezuelan,lotus_f1,16,12,2,0,16,10,0,8,2.210000000000008,29
12469,2014,18,interlagos,False,False,False,False,False,perez,Mexican,force_india,18,15,47,0,11,123,0,6,2.0529999999999973,24
12484,2014,19,yas_marina,True,False,False,False,False,rosberg,German,mercedes,1,14,317,5,2,651,15,1,0.0,29
12473,2014,19,yas_marina,True,False,False,False,False,hamilton,British,mercedes,2,1,334,10,1,651,15,1,0.3860000000000099,29
12475,2014,19,yas_marina,True,False,False,False,False,bottas,Finnish,williams,3,3,156,0,6,254,0,3,0.5450000000000159,25
12474,2014,19,yas_marina,True,False,False,False,False,massa,Brazilian,williams,4,2,98,0,8,254,0,3,0.63900000000001,33
12490,2014,19,yas_marina,True,False,False,False,False,kvyat,Russian,toro_rosso,5,20,8,0,15,30,0,7,1.4280000000000115,20
12476,2014,19,yas_marina,True,False,False,False,False,button,British,mclaren,6,5,106,0,7,161,0,5,1.4840000000000089,34
12480,2014,19,yas_marina,True,False,False,False,False,raikkonen,Finnish,ferrari,7,10,53,0,11,210,0,4,1.7560000000000002,35
12479,2014,19,yas_marina,True,False,False,False,False,alonso,Spanish,ferrari,8,9,157,0,5,210,0,4,2.38600000000001,33
12481,2014,19,yas_marina,True,False,False,False,False,kevin_magnussen,Danish,mclaren,9,11,55,0,10,161,0,5,1.7180000000000177,22
12482,2014,19,yas_marina,True,False,False,False,False,vergne,French,toro_rosso,10,12,22,0,13,30,0,7,1.7270000000000039,24
12478,2014,19,yas_marina,True,False,False,False,False,perez,Mexican,force_india,11,7,47,0,12,127,0,6,1.7590000000000146,24
12477,2014,19,yas_marina,True,False,False,False,False,hulkenberg,German,force_india,12,6,80,0,9,127,0,6,1.9040000000000106,27
12486,2014,19,yas_marina,True,False,False,False,False,sutil,German,sauber,13,16,0,0,18,0,0,10,2.5940000000000083,31
12485,2014,19,yas_marina,True,False,False,False,False,gutierrez,Mexican,sauber,14,15,0,0,20,0,0,10,2.339000000000013,23
12489,2014,19,yas_marina,True,False,False,False,False,maldonado,Venezuelan,lotus_f1,15,19,2,0,16,10,0,8,2.3800000000000097,29
12488,2014,19,yas_marina,True,False,False,False,False,kobayashi,Japanese,caterham,16,18,0,0,22,0,0,11,4.060000000000002,28
12487,2014,19,yas_marina,True,False,False,False,False,stevens,British,caterham,17,17,0,0,0,0,0,11,4.615000000000009,23
12483,2014,19,yas_marina,True,False,False,False,False,grosjean,French,lotus_f1,18,13,8,0,14,10,0,8,2.288000000000011,28
12491,2015,1,albert_park,False,False,False,False,False,hamilton,British,mercedes,1,1,0,0,0,0,0,0,0.0,30
12492,2015,1,albert_park,False,False,False,False,False,rosberg,German,mercedes,2,2,0,0,0,0,0,0,0.5939999999999941,29
12494,2015,1,albert_park,False,False,False,False,False,massa,Brazilian,williams,3,4,0,0,0,0,0,0,1.3910000000000053,33
12493,2015,1,albert_park,False,False,False,False,False,vettel,German,ferrari,4,3,0,0,0,0,0,0,1.4300000000000068,27
12502,2015,1,albert_park,False,False,False,False,False,raikkonen,Finnish,ferrari,5,12,0,0,0,0,0,0,1.4629999999999939,35
12496,2015,1,albert_park,False,False,False,False,False,ricciardo,Australian,red_bull,6,6,0,0,0,0,0,0,2.0020000000000095,25
12499,2015,1,albert_park,False,False,False,False,False,sainz,Spanish,toro_rosso,7,9,0,0,0,0,0,0,2.183000000000007,20
12504,2015,1,albert_park,False,False,False,False,False,grosjean,French,lotus_f1,8,14,0,0,0,0,0,0,2.233000000000004,28
12505,2015,1,albert_park,False,False,False,False,False,maldonado,Venezuelan,lotus_f1,9,15,0,0,0,0,0,0,3.153000000000006,30
12495,2015,1,albert_park,False,False,False,False,False,nasr,Brazilian,sauber,10,5,0,0,0,0,0,0,2.472999999999999,22
12503,2015,1,albert_park,False,False,False,False,False,max_verstappen,Dutch,toro_rosso,11,13,0,0,0,0,0,0,2.540999999999997,17
12506,2015,1,albert_park,False,False,False,False,False,kvyat,Russian,red_bull,12,16,0,0,0,0,0,0,2.742999999999995,20
12497,2015,1,albert_park,False,False,False,False,False,hulkenberg,German,force_india,13,7,0,0,0,0,0,0,2.8810000000000002,27
12500,2015,1,albert_park,False,False,False,False,False,perez,Mexican,force_india,14,10,0,0,0,0,0,0,2.882000000000005,25
12498,2015,1,albert_park,False,False,False,False,False,ericsson,Swedish,sauber,15,8,0,0,0,0,0,0,5.049000000000007,24
12501,2015,1,albert_park,False,False,False,False,False,button,British,mclaren,16,11,0,0,0,0,0,0,5.094999999999999,35
12507,2015,1,albert_park,False,False,False,False,False,kevin_magnussen,Danish,mclaren,17,17,0,0,0,0,0,0,5.710000000000008,22
12509,2015,2,sepang,False,False,False,False,False,hamilton,British,mercedes,1,2,25,1,1,43,1,1,0.0,30
12508,2015,2,sepang,False,False,False,False,False,vettel,German,ferrari,2,1,15,0,3,15,0,2,0.07399999999999807,27
12510,2015,2,sepang,False,False,False,False,False,rosberg,German,mercedes,3,3,18,0,2,43,1,1,0.4650000000000034,29
12517,2015,2,sepang,False,False,False,False,False,ricciardo,Australian,red_bull,4,10,8,0,6,8,0,5,1.7069999999999936,25
12516,2015,2,sepang,False,False,False,False,False,kvyat,Russian,red_bull,5,9,0,0,16,8,0,5,2.1169999999999902,20
12514,2015,2,sepang,False,False,False,False,False,max_verstappen,Dutch,toro_rosso,6,7,0,0,13,2,0,7,2.1469999999999914,17
12513,2015,2,sepang,False,False,False,False,False,massa,Brazilian,williams,7,6,12,0,4,12,0,4,2.638999999999996,33
12512,2015,2,sepang,False,False,False,False,False,bottas,Finnish,williams,8,5,0,0,18,12,0,4,3.344999999999999,25
12526,2015,2,sepang,False,False,False,False,False,ericsson,Swedish,sauber,9,19,4,0,8,14,0,3,3.4269999999999925,24
12518,2015,2,sepang,False,False,False,False,False,grosjean,French,lotus_f1,10,11,0,0,14,0,0,9,3.1469999999999914,28
12511,2015,2,sepang,False,False,False,False,False,raikkonen,Finnish,ferrari,11,4,0,0,12,15,0,2,-7.661000000000001,35
12523,2015,2,sepang,False,False,False,False,False,maldonado,Venezuelan,lotus_f1,12,16,0,0,15,0,0,9,-7.635999999999996,30
12521,2015,2,sepang,False,False,False,False,False,hulkenberg,German,force_india,13,14,6,0,7,7,0,6,-6.811000000000007,27
12520,2015,2,sepang,False,False,False,False,False,perez,Mexican,force_india,14,13,1,0,10,7,0,6,-6.365000000000009,25
12515,2015,2,sepang,False,False,False,False,False,sainz,Spanish,toro_rosso,15,8,2,0,9,2,0,7,-6.13300000000001,20
12519,2015,2,sepang,False,False,False,False,False,nasr,Brazilian,sauber,16,12,10,0,5,14,0,3,-8.52600000000001,22
12524,2015,2,sepang,False,False,False,False,False,button,British,mclaren,17,17,0,0,11,0,0,8,-8.198000000000008,35
12525,2015,2,sepang,False,False,False,False,False,alonso,Spanish,mclaren,18,18,0,0,0,0,0,8,-8.087999999999994,33
12522,2015,2,sepang,False,False,False,False,False,merhi,Spanish,manor,19,15,0,0,0,0,0,0,-3.1570000000000107,24
